rand_total_nodes,rand_num_edges,rand_avg_degree,rand_avg_clustering,rand_num_components,rand_largest_cc_size,rand_avg_shortest_path_length,rand_avg_closeness,rand_max_closeness,rand_max_degree
1047,439062,838.704871060172,0.8018111637708235,1,1047,1.198178899560065,0.8346852490949509,0.863036303630363,880
